source_code,source_concept_id,source_vocabulary_id,source_concept_class_id,concept_name,source_code_description,target_concept_id,target_concept_name,target_vocabulary_id,target_concept_domain,valid_start_date,valid_end_date
M0040050,42188380,EDI,Procedure,"Oxygen Inhalation,holiday","산소흡입[1일당], 공휴일",4239170,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040052,42156497,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Neonate holiday","산소흡입[1일당], (상급종합병원·종합병원)신생아 공휴일",4239172,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040053,42110144,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) Under 12 months holiday","산소흡입[1일당], (상급종합병원·종합병원)만1세미만 공휴일",4239174,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040055,42133249,EDI,Procedure,"Oxygen Inhalation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months holiday","산소흡입[1일당], (상급종합병원·종합병원)만1세이상~만6세미만 공휴일",4239176,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040090,42194161,EDI,Procedure,"Oxygen Inhalation,regional trauma center, Severe trauma","산소흡입[1일당], 권역외상센터중증외상",4239178,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040092,42197773,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma (Senior General Hospital, General Hospital Neonate","산소흡입[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)신생아",4239180,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040093,42085323,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma (Senior General Hospital, General Hospital) Under 12 months","산소흡입[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)만1세미만",4239182,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040095,42196252,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","산소흡입[1일당], 권역외상센터중증외상 (상급종합병원·종합병원)만1세이상~만6세미만",4239184,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400A0,42206036,EDI,Procedure,"Oxygen Inhalation,regional trauma center, severe trauma Nighttime","산소흡입[1일당], 권역외상센터중증외상 야간",4239186,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400A2,42209154,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) Neonate","산소흡입[1일당], 권역외상센터중증외상 야간 (상급종합병원·종합병원)신생아",4239188,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400A3,42206717,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) Under 12 months","산소흡입[1일당], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세미만",4239190,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400A5,42208144,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Nighttime (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","산소흡입[1일당], 권역외상센터중증외상 야간 (상급종합병원·종합병원)만1세이상~만6세미만",4239192,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400B0,42200038,EDI,Procedure,"Oxygen Inhalation,regional trauma center, severe trauma holiday","산소흡입[1일당], 권역외상센터중증외상 공휴",4239194,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400B2,42203683,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Neonate","산소흡입[1일당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)신생아",4239196,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400B3,42200728,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) Under 12 months","산소흡입[1일당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세미만",4239198,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M00400B5,42201993,EDI,Procedure,"Oxygen Inhalation,Regional trauma center severe trauma Holiday (Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","산소흡입[1일당], 권역외상센터중증외상 공휴 (상급종합병원·종합병원)만1세이상~만6세미만",4239200,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040600,42199853,EDI,Procedure,"Oxygen Inhalation,Neonate","산소흡입[1일당], 신생아",4239202,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040610,42280182,EDI,Procedure,"Oxygen Inhalation,Neonate, Nighttime","산소흡입[1일당], 신생아 야간",4239204,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040620,42285994,EDI,Procedure,"Oxygen Inhalation,Neonate Emergency","산소흡입[1일당], 신생아 응급",4239206,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040630,42085954,EDI,Procedure,"Oxygen Inhalation,Neonate Emergency Nighttime","산소흡입[1일당], 신생아 응급 야간",4239208,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040640,42287156,EDI,Procedure,"Oxygen Inhalation,Neonate Emergency holiday","산소흡입[1일당], 신생아 응급 공휴일",4239210,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040650,42274779,EDI,Procedure,"Oxygen Inhalation,Neonate, holiday","산소흡입[1일당], 신생아 공휴일",4239212,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A00,42214603,EDI,Procedure,"Oxygen Inhalation,Under 12 months","산소흡입[1일당], 만1세미만",4239214,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A10,42222439,EDI,Procedure,"Oxygen Inhalation,Under 12 months, Nighttime","산소흡입[1일당], 만1세미만 야간",4239216,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A20,42229219,EDI,Procedure,"Oxygen Inhalation,Under 12 months, emergency","산소흡입[1일당], 만1세미만 응급",4239218,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A30,42231695,EDI,Procedure,"Oxygen Inhalation,Under 12 months Emergency Nighttime","산소흡입[1일당], 만1세미만 응급 야간",4239220,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A40,42230170,EDI,Procedure,"Oxygen Inhalation,Under 12 months Emergency holiday","산소흡입[1일당], 만1세미만 응급 공휴일",4239222,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040A50,42218228,EDI,Procedure,"Oxygen Inhalation,Under 12 months, holiday","산소흡입[1일당], 만1세미만 공휴일",4239224,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B00,42238616,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months","산소흡입[1일당], 만1세이상~만6세미만",4239226,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B10,42245851,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months, Nighttime","산소흡입[1일당], 만1세이상~만6세미만 야간",4239228,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B20,42252709,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months, emergency","산소흡입[1일당], 만1세이상~만6세미만 응급",4239230,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B30,42085725,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months Emergency Nighttime","산소흡입[1일당], 만1세이상~만6세미만 응급 야간",4239232,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B40,42253732,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months Emergency holiday","산소흡입[1일당], 만1세이상~만6세미만 응급 공휴일",4239234,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M0040B50,42240758,EDI,Procedure,"Oxygen Inhalation,More than 12 months~ Under 72 months, holiday","산소흡입[1일당], 만1세이상~만6세미만 공휴일",4239236,Oxygen therapy,SNOMED,Procedure,20200319,20991231
M5859,42360412,EDI,Proc Hierarchy,Tracheal Intubation,"기관내삽관술, NA",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859002,42153836,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate","기관내삽관술, (상급종합병원·종합병원)신생아",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859003,42084721,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months","기관내삽관술, (상급종합병원·종합병원)만1세미만",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859005,42130551,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months","기관내삽관술, (상급종합병원·종합병원)만1세이상~만6세미만",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859010,42294267,EDI,Procedure,"Tracheal Intubation,Nighttime","기관내삽관술, 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859012,42160737,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate Nighttime","기관내삽관술, (상급종합병원·종합병원)신생아 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859013,42115304,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months Nighttime","기관내삽관술, (상급종합병원·종합병원)만1세미만 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859015,42139345,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Nighttime","기관내삽관술, (상급종합병원·종합병원)만1세이상~만6세미만 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859020,42318823,EDI,Procedure,"Tracheal Intubation,emergency","기관내삽관술, 응급",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859022,42168356,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate Emergency","기관내삽관술, (상급종합병원·종합병원)신생아 응급",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859023,42121681,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months Emergency","기관내삽관술, (상급종합병원·종합병원)만1세미만 응급",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859025,42145862,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Emergency","기관내삽관술, (상급종합병원·종합병원)만1세이상~만6세미만 응급",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859030,42322609,EDI,Procedure,"Tracheal Intubation,Emergency Nighttime","기관내삽관술, 응급 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859032,42170975,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate emergency Nighttime","기관내삽관술, (상급종합병원·종합병원)신생아 응급 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859033,42124016,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months emergency Nighttime","기관내삽관술, (상급종합병원·종합병원)만1세미만 응급 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859035,42148243,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency Nighttime","기관내삽관술, (상급종합병원·종합병원)만1세이상~만6세미만 응급 야간",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859040,42309116,EDI,Procedure,"Tracheal Intubation,Emergency holiday","기관내삽관술, 응급 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859042,42169473,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate emergency holiday","기관내삽관술, (상급종합병원·종합병원)신생아 응급 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859043,42122274,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months emergency holiday","기관내삽관술, (상급종합병원·종합병원)만1세미만 응급 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859045,42084968,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months emergency holiday","기관내삽관술, (상급종합병원·종합병원)만1세이상~만6세미만 응급 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859050,42187315,EDI,Procedure,"Tracheal Intubation,holiday","기관내삽관술, 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859052,42157295,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Neonate holiday","기관내삽관술, (상급종합병원·종합병원)신생아 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
M5859053,42110822,EDI,Procedure,"Tracheal Intubation,(Senior General Hospital, General Hospital) Under 12 months holiday","기관내삽관술, (상급종합병원·종합병원)만1세미만 공휴일",4013354,Insertion of endotracheal tube,SNOMED,Procedure,20200319,20991231
